SAP Num,Manufacturer part no.,Base model code,Processor,Memory,HDD,Graphics,Mouse and Trackpad,Keyboard Options,VESA Mount,Power,Colour,Stock,ALP,DAC
,NOT YET CONFIGURED,MRR12B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",8GB 2666MHz DDR4,512GB SSD,Radeon Pro 580X with 8GB GDDR5 memory,Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,2324.166667,2255.09
5173126,Z0VT_2000437677_CTO,MRR12B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",8GB 2666MHz DDR4,512GB SSD,Radeon Pro 580X with 8GB GDDR5 memory,Apple Magic Mouse 2 + Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,2356.666667,2287.17
,NOT YET CONFIGURED,MRR12B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",8GB 2666MHz DDR4,512GB SSD,Radeon Pro 580X with 8GB GDDR5 memory,Apple Magic Mouse 2 + Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,2389.996667,2319.25
5167142,Z0VT_2000412757_CTO,MRR12B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",8GB 2666MHz DDR4,512GB SSD,Radeon Pro Vega 48 with 8GB HBM2 memory,Apple Magic Mouse 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,2586.666667,2510.73
,NOT YET CONFIGURED,MRR12B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",8GB 2666MHz DDR4,512GB SSD,Radeon Pro Vega 48 with 8GB HBM2 memory,Apple Magic Mouse 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,2619.996667,2542.81
5173293,Z0VT_186_UK_CTO,MRR12B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",8GB 2666MHz DDR4,512GB SSD,Radeon Pro Vega 48 with 8GB HBM2 memory,Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,2628.336667,2550.83
,NOT YET CONFIGURED,MRR12B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",8GB 2666MHz DDR4,512GB SSD,Radeon Pro Vega 48 with 8GB HBM2 memory,Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,2661.666667,2582.91
5173294,Z0VT_187_UK_CTO,MRR12B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",8GB 2666MHz DDR4,512GB SSD,Radeon Pro Vega 48 with 8GB HBM2 memory,Apple Magic Mouse 2 + Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,2694.166667,2614.99
,NOT YET CONFIGURED,MRR12B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",8GB 2666MHz DDR4,512GB SSD,Radeon Pro Vega 48 with 8GB HBM2 memory,Apple Magic Mouse 2 + Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,2727.496667,2647.07
5167103,Z0VT_2000414678_CTO,MRR12B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",8GB 2666MHz DDR4,1TB SSD,Radeon Pro 580X with 8GB GDDR5 memory,Apple Magic Mouse 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,2399.166667,2328.28
5499067,Z0VW_2000470531_CTO,MRR12B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",8GB 2666MHz DDR4,1TB SSD,Radeon Pro 580X with 8GB GDDR5 memory,Apple Magic Mouse 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,2432.496667,2360.36
5173127,Z0VT_2000457827_CTO,MRR12B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",8GB 2666MHz DDR4,1TB SSD,Radeon Pro 580X with 8GB GDDR5 memory,Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,2440.836667,2368.38
,NOT YET CONFIGURED,MRR12B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",8GB 2666MHz DDR4,1TB SSD,Radeon Pro 580X with 8GB GDDR5 memory,Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,2474.166667,2400.46
5173128,Z0VT_2000457842_CTO,MRR12B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",8GB 2666MHz DDR4,1TB SSD,Radeon Pro 580X with 8GB GDDR5 memory,Apple Magic Mouse 2 + Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,2506.666667,2432.54
,NOT YET CONFIGURED,MRR12B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",8GB 2666MHz DDR4,1TB SSD,Radeon Pro 580X with 8GB GDDR5 memory,Apple Magic Mouse 2 + Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,2539.996667,2464.62
5167143,Z0VT_2000416002_CTO,MRR12B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",8GB 2666MHz DDR4,1TB SSD,Radeon Pro Vega 48 with 8GB HBM2 memory,Apple Magic Mouse 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,2736.666667,2656.1
,NOT YET CONFIGURED,MRR12B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",8GB 2666MHz DDR4,1TB SSD,Radeon Pro Vega 48 with 8GB HBM2 memory,Apple Magic Mouse 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,2769.996667,2688.18
5173295,Z0VT_2000439085_CTO,MRR12B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",8GB 2666MHz DDR4,1TB SSD,Radeon Pro Vega 48 with 8GB HBM2 memory,Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,2778.336667,2696.2
,NOT YET CONFIGURED,MRR12B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",8GB 2666MHz DDR4,1TB SSD,Radeon Pro Vega 48 with 8GB HBM2 memory,Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,2811.666667,2728.28
5173296,Z0VT_189_UK_CTO,MRR12B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",8GB 2666MHz DDR4,1TB SSD,Radeon Pro Vega 48 with 8GB HBM2 memory,Apple Magic Mouse 2 + Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,2844.166667,2760.36
,NOT YET CONFIGURED,MRR12B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",8GB 2666MHz DDR4,1TB SSD,Radeon Pro Vega 48 with 8GB HBM2 memory,Apple Magic Mouse 2 + Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,2877.496667,2792.44
5167104,Z0VT_2000421244_CTO,MRR12B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",8GB 2666MHz DDR4,2TB SSD,Radeon Pro 580X with 8GB GDDR5 memory,Apple Magic Mouse 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,2699.166667,2620.01
5421177,Z0VW_2000452141_CTO,MRR12B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",8GB 2666MHz DDR4,2TB SSD,Radeon Pro 580X with 8GB GDDR5 memory,Apple Magic Mouse 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,2732.496667,2652.09
5173129,Z0VT_2000417365_CTO,MRR12B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",8GB 2666MHz DDR4,2TB SSD,Radeon Pro 580X with 8GB GDDR5 memory,Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,2740.836667,2660.11
,NOT YET CONFIGURED,MRR12B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",8GB 2666MHz DDR4,2TB SSD,Radeon Pro 580X with 8GB GDDR5 memory,Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,2774.166667,2692.19
5173130,Z0VT_111_UK_CTO,MRR12B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",8GB 2666MHz DDR4,2TB SSD,Radeon Pro 580X with 8GB GDDR5 memory,Apple Magic Mouse 2 + Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,2806.666667,2724.27
,NOT YET CONFIGURED,MRR12B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",8GB 2666MHz DDR4,2TB SSD,Radeon Pro 580X with 8GB GDDR5 memory,Apple Magic Mouse 2 + Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,2839.996667,2756.35
5167144,Z0VT_2000426021_CTO,MRR12B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",8GB 2666MHz DDR4,2TB SSD,Radeon Pro Vega 48 with 8GB HBM2 memory,Apple Magic Mouse 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,3036.666667,2947.83
,NOT YET CONFIGURED,MRR12B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",8GB 2666MHz DDR4,2TB SSD,Radeon Pro Vega 48 with 8GB HBM2 memory,Apple Magic Mouse 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,3069.996667,2979.91
5173297,Z0VT_2000478893_CTO,MRR12B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",8GB 2666MHz DDR4,2TB SSD,Radeon Pro Vega 48 with 8GB HBM2 memory,Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,3078.336667,2987.93
,NOT YET CONFIGURED,MRR12B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",8GB 2666MHz DDR4,2TB SSD,Radeon Pro Vega 48 with 8GB HBM2 memory,Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,3111.666667,3020.01
5173298,Z0VT_2000478639_CTO,MRR12B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",8GB 2666MHz DDR4,2TB SSD,Radeon Pro Vega 48 with 8GB HBM2 memory,Apple Magic Mouse 2 + Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,3144.166667,3052.09
,NOT YET CONFIGURED,MRR12B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",8GB 2666MHz DDR4,2TB SSD,Radeon Pro Vega 48 with 8GB HBM2 memory,Apple Magic Mouse 2 + Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,3177.496667,3084.17
5167094,Z0VT_2000412766_CTO,MRR12B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",16GB 2666MHz DDR4,2TB Fusion Drive,Radeon Pro 580X with 8GB GDDR5 memory,Apple Magic Mouse 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,2324.166667,2256.1
,NOT YET CONFIGURED,MRR12B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",16GB 2666MHz DDR4,2TB Fusion Drive,Radeon Pro 580X with 8GB GDDR5 memory,Apple Magic Mouse 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,2357.496667,2288.18
5173069,Z0VT_90_UK_CTO,MRR12B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",16GB 2666MHz DDR4,2TB Fusion Drive,Radeon Pro 580X with 8GB GDDR5 memory,Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,2365.836667,2296.2
,NOT YET CONFIGURED,MRR12B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",16GB 2666MHz DDR4,2TB Fusion Drive,Radeon Pro 580X with 8GB GDDR5 memory,Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,2399.166667,2328.28
5173070,Z0VT_2000470773_CTO,MRR12B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",16GB 2666MHz DDR4,2TB Fusion Drive,Radeon Pro 580X with 8GB GDDR5 memory,Apple Magic Mouse 2 + Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,2431.666667,2360.36
,NOT YET CONFIGURED,MRR12B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",16GB 2666MHz DDR4,2TB Fusion Drive,Radeon Pro 580X with 8GB GDDR5 memory,Apple Magic Mouse 2 + Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,2464.996667,2392.44
5167134,Z0VT_2000440875_CTO,MRR12B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",16GB 2666MHz DDR4,2TB Fusion Drive,Radeon Pro Vega 48 with 8GB HBM2 memory,Apple Magic Mouse 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,2661.666667,2583.92
,NOT YET CONFIGURED,MRR12B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",16GB 2666MHz DDR4,2TB Fusion Drive,Radeon Pro Vega 48 with 8GB HBM2 memory,Apple Magic Mouse 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,2694.996667,2616
5167189,Z0VT_170_UK_CTO,MRR12B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",16GB 2666MHz DDR4,2TB Fusion Drive,Radeon Pro Vega 48 with 8GB HBM2 memory,Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,2703.336667,2624.02
,NOT YET CONFIGURED,MRR12B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",16GB 2666MHz DDR4,2TB Fusion Drive,Radeon Pro Vega 48 with 8GB HBM2 memory,Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,2736.666667,2656.1
5167191,Z0VT_171_UK_CTO,MRR12B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",16GB 2666MHz DDR4,2TB Fusion Drive,Radeon Pro Vega 48 with 8GB HBM2 memory,Apple Magic Mouse 2 + Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,2769.166667,2688.18
,NOT YET CONFIGURED,MRR12B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",16GB 2666MHz DDR4,2TB Fusion Drive,Radeon Pro Vega 48 with 8GB HBM2 memory,Apple Magic Mouse 2 + Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,2802.496667,2720.26
